nombre,precio,descuento,imagen,link
Computador Todo En Uno Lenovo Core I3 12gb 1tera 250ssd,2.349.647,2.349.647,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-911862355-computador-todo-en-uno-lenovo-core-i3-12gb-1tera-250ssd-_JM#position=47&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Torre Core I5 3.2ghz+12ram+hdd500,699.899,699.899,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1018048228-cpu-torre-core-i5-32ghz12ramhdd500-_JM#position=48&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Disco duro externo Toshiba Canvio Basics HDTB410XK3AA 1TB negro,194.269,194.269,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-duro-externo-toshiba-canvio-basics-hdtb410xk3aa-1tb-negro/p/MCO10687522?pdp_filters=category:MCO1648#searchVariation=MCO10687522&position=17&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
"Pc Dell Vostro Sff 3681 Ci3-10100gn 8gb, 1tb, 256gb Ssd 18,5",1.899.900,1.899.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1091500715-pc-dell-vostro-sff-3681-ci3-10100gn-8gb-1tb-256gb-ssd-185-_JM#position=49&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp 240 G8 1tb - 8gb - 14 Windows 10,1.580.000,1.580.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-932053066-computador-portatil-hp-240-g8-1tb-8gb-14-windows-10-_JM#position=50&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
"Computador Aio Hp 22-dd2005la Celeron - 8gb - 256gb - 21,5",1.285.900,1.285.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1305830171-computador-aio-hp-22-dd2005la-celeron-8gb-256gb-215-_JM#position=51&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Intel Core I5 Tercera Generacion Ssd 480 Gb Ram 8gb,800.000,800.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1285676777-cpu-intel-core-i5-tercera-generacion-ssd-480-gb-ram-8gb-_JM#position=52&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Lenovo Intel Core I5 Ssd 256gb Ram 12gb,2.159.900,2.159.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-916999333-computador-portatil-lenovo-intel-core-i5-ssd-256gb-ram-12gb-_JM#position=53&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Disco sólido SSD interno Kingston SA400S37/960G 960GB,195.821,195.821,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-solido-ssd-interno-kingston-sa400s37960g-960gb/p/MCO12661607?pdp_filters=category:MCO1648#searchVariation=MCO12661607&position=18&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Asus Dash 12650h Rtx 3070 16 Gb 512 Ssd,7.499.000,7.499.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1187908714-computador-portatil-asus-dash-12650h-rtx-3070-16-gb-512-ssd-_JM#position=54&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.399.900,2.399.900,https://http2.mlstatic.com/D_NQ_NP_761512-MCO70743198733_072023-V.webp,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=2MRm8PQBwYUNcuwLkO780O2tzXob1OnT6FMoq4Dc6E8%2BFl2c7NYVBhmdfNVMVtWhocXo0TkpIYCbwdjEZgnStd4vbjVQwC4mc3gmMje%2BrhTGGsqFevYhSH%2ByZGFAemadRYHOmWigUY69KHnbLcokvZNvy8hx2vbrvI68XyE%2BUD0tP6LAHToJqfDARotf2xF0831KEhKrmv%2Ba1Y5RwFWTceBOkT89UZ5cVa8ZG0OxmUzONIfwzuyNQJlFT6hhqrrx1GYZgHZgpV1oJcXvC%2BdZL9VItKQX372C4rdubc5IqCDbxxbhObH4GXLiAhfwU9DWp5PVDv2wfcvO%2BcwHmR52RGVY%2BDUdze9vlpSM17SZ56e26j9FxVNP9MoUKqiY%2BWfBM6bGyQXiuFS49nT22wflAQuGOthEvURZBxM7bSXsRhK36z0mBmHSWzVpm4oD2pup29U385CTLZj6j2yin4onjwqVkJernD2xrG1NsWAZWkOh2Plr9uDc93%2BqRBpII%2FZzdK%2BBXeiH3f64XfQHptXpWsEJ0SD7TrqBvrU6IBqHF7adshW%2FAlqbFt0gtaDlQHFm8R1f0CkOg%2BVHXGr2UmlCXC%2BS4TnznLmOAZRnQkwO4WxPqXx9n2R6n3Qt%2BnAzcmOpa3G5nEB5yQuQY6VXmDWJ0iLlKCD5nCa2egFr5o6AjE51Sk83ZWQyiuWo59zi%2BToCLhCEhIomzswK%2BXkrZuAeHwQE&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Monitor Samsung Odyssey G4 27 Rg5 240hz Gsync 4ms DP/HDMI,1.899.900,1.899.900,https://http2.mlstatic.com/D_NQ_NP_959592-MPE53663728745_022023-V.webp,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=49plNo6Zn9T4XMtvWkX%2F43kOhN20azoI2hdbar1y6Yg%2BvwPVs9pxuAuWsagN%2BAQAj1svLZJZIK9Rga%2F7x2wprcDau9JgKqjqE5MmmWlWDLn6dD5ezcjh9q9rFS%2Fi2LRhkU60NFJpzrwrVdCpz7hyiuYE9loagQm7mduPxQQKLH753pPSdWq%2Bf4VJeR6sRt6VXbc5tGaXaUDdcY223HcN%2Baw7OUXSeZBJmTJwpnTBPdtaNcvRNX7CRHy1sEVKz1FI9G6Ju9Zu1if8rwwRW87P7POWJIRx1%2FrYVo9urQFDm13xPwUc2B5fSoxisVVjHneK9epPVjyZosk1ba0kcQq3KY2eP9A1NG3vs4rvBtiaMHPveAKlZLmiEsdqGkp%2Fb49mWCxrjHNK4Rqs38baEb3clcM3LI%2BdZ1UL5PpvlNmcqYq4x7jhONzXHnDOPaBaUkMLduLO38JF86k49O2afcc%2FKthfcGqKb8HaXy7CbMHwlSmp2f4ZxJbTKY2%2B7vFB%2BZtcSyar%2BZGkglkMwERVBaOGa9AKanV52IKnKLzz0xmpuIUyJXuuog1KZpJEiUT46cyeHnBU2wlrcJhfcCuvMZo5oop9B1rBov6J5vCP9Q0zNzBaYIf9mBXpY39NK6vxmr91DyLY6caay88DeMzmOQdClZVqXAVyIwHNDJnCnF90UtxVmnWW7OySAHZzHpJjq5kC%2Biq7IyTlZZvIgwnMaDBKru2TuZnCKoLDhEX0qiYvd5lVBvHbv%2BMjWQcKSojfWkzefRTdioohkMLLKW5cxwoUXJlC7nH9zwGMyarB8PX%2BHWXYe%2F%2BZf%2BNlDu%2Fw&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Todo En Uno Hp Intel Core I5 1135g7 Ssd 512gb + Ram 16gb,3.119.900,3.119.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1443126874-todo-en-uno-hp-intel-core-i5-1135g7-ssd-512gb-ram-16gb-_JM#position=8&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Computador Portatil Lenovo Intel Core I5 Ssd 1tb Ram 20gb,2.659.900,2.659.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-917025560-computador-portatil-lenovo-intel-core-i5-ssd-1tb-ram-20gb-_JM#position=11&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Portatil Computador Lenovo Intel Dual Core Ssd 512gb Ram8gb,1.319.900,1.319.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-903145137-portatil-computador-lenovo-intel-dual-core-ssd-512gb-ram8gb-_JM#position=12&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Computador Portatil Lenovo Intel Core I5 Ssd 1tb Ram 12gb,2.529.900,2.529.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-916937350-computador-portatil-lenovo-intel-core-i5-ssd-1tb-ram-12gb-_JM#position=13&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Portátil Computador Dell Intel Core I3 Ssd 256gb Ram 8gb,1.499.900,1.499.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-904165861-portatil-computador-dell-intel-core-i3-ssd-256gb-ram-8gb-_JM#position=14&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Portatil Computador Lenovo Intel Dual Core Ssd 1tb Ram 8gb,1.429.900,1.429.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-903327934-portatil-computador-lenovo-intel-dual-core-ssd-1tb-ram-8gb-_JM#position=15&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Aio Todo En Uno Lenovo Ryzen 5 Dd 1000gb+ssd 256gb Ram 12gb,2.669.500,2.669.500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=PY5vIZcyALg1n2xtOf%2B3SMnYdsAbLvPGdlDEjfPlhjyJIG36g5QTlUGHJBu54a2hWSq9tHusYPNpFhJIsv2uB9LugMY9AfiOfS0NlWwN9OoHi9en9xp3y7V8PRqjaxaaHEdBGGU3F%2BqZ13v5%2FyB6IxDhdTbswPnydtqy6ST2X0Iuku4NfmY%2FUzAnvVBYLFombyZKZuvmSkyvCWQIFHPQJYUsUpgGanjobS22CrUvL8dREdD8aT5lqOnTqgvYADuge5au2JWpnhv1NWdwY%2FLpc5VCND06jympL6sCTCmbqoi6sNODauhiqhuIgqOOPisZEOom%2BhArvKW0sRUvexGgsGk3iLid2YV5RTJQdyJx0S%2FiLPyBXvC7SFk9nCS7BhodNRX6hPSvcwSqDHRJqvt9HXhtLbat4KIp26FO%2FWzmeGy0bJmHLWfwu57J3G4LJpKoYzQjMXXXhMPdCDMyeNZyZvtm5gwWvBOQY6uJp9LjQ7yKHSxtkNNLaoVhQIeVUvxOhpm4yhi4bymeB3JIcizMOEFGfALD5JrfyYixQ5fVOSHPqKCa6Wv2lUx%2BihACCdJagyDvw%2F0Xhs1%2Bgo9N%2BsBh4RJUHHFxgwpvQFPsjPEhp94yOcV03qbSaQx6ptY0FxGmQWJhvOib6eb7f3nkNyVrMBM0%2Bsv9d3HgXfDjCBYOi243DEH483B70tY4pcY2hoQ82l1W83wJt1LL7ICttiW0&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Computador Portatil Asusx415ja Core I3 10ma 8gb Ssd 256gb,1.446.000,1.446.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=AerVuvJp0x22qaaBVAwtcWyDUO3fAP79ioFaNjI2Ve6Ra%2FE8T3yGqX9tjmNUZGGIdfq4peKHmtsrmDTyjxTrsBlxobb6QwNJExhkzbqidTAStdqbpWjFx7oYOc3MJQC3755wJ%2BsZswETL%2BchzeUt98fkqxEbDltQnn24XLkn07LesFvImLSk8leG5fi9Uj1d3zMEhgTi5z5SAA8YDiCX2Ky46r4sDRbANydKUohPUZN89SmVimOyTbRQ%2Fay7VFY0ej5uKDgbc%2BmcqLhdG1%2FiB7WOJWLZ7MOP0Q0T50kSVhLMFr3x5sKwDR5K5hvrPuN%2F902vYTpEXAZyMryV6hpnoh1OQh7vHKxbsMnq39rK4UlUH%2FoNJu5ytOURLy38IOXJsSxTEMhz8J9%2Fd50%2F6BGyd4vmia6LOa7JshAj8geSEab19HVZBIFppk5VJKJqi318Q5XaxKlGMU0Pw24y%2BJ7pb1aBJPJ1e6Mf87k%2Br2YEa1roruqjnctVnbNBfAMRhxZzq%2B9b52hTnMmPLwP6jneJzgzSOt9skSRFPYIk9kv9kjAKMVv8gHDB6ezo%2BN%2BUi9vNGhgIxsZDpmitZ%2B8MBrr%2FwmYWUUGiamDb5qtqeu2AD4wQFRhG5u%2BXoPhm%2Bg2U3rKWGCn2psDBeIvzEo4e%2BxI%2B66LvzcAiXjzw9mAcHd2BxnfTUHHCU9mSe9KscHDpEfh7xA6Yee%2BlOvOjqfM9Vn2k&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Computador Portatil Lenovo Intel Core I3 Ssd 512gb Ram 12gb,1.789.900,1.789.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-917573582-computador-portatil-lenovo-intel-core-i3-ssd-512gb-ram-12gb-_JM#position=16&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Servidor Dell Power Edge T40 Intel Xeon 3.5 Ghz Ram 8g 1tb,5.599.900,5.599.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-564498423-servidor-dell-power-edge-t40-intel-xeon-35-ghz-ram-8g-1tb-_JM#position=17&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Todo En Uno Aio Lenovo Intel Dual Core Sdd 512+hdd 1tb Ram 8,1.919.900,1.919.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-842951452-todo-en-uno-aio-lenovo-intel-dual-core-sdd-512hdd-1tb-ram-8-_JM#position=18&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Portatil Computador Lenovo Intel Dual Core Ssd 256gb Ram8gb,1.159.900,1.159.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-903032677-portatil-computador-lenovo-intel-dual-core-ssd-256gb-ram8gb-_JM#position=21&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Equipo Torre Cpu Intel Dualcore Ssd 240gb Ram 8gb Monitor 22,1.299.900,1.299.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-595490510-equipo-torre-cpu-intel-dualcore-ssd-240gb-ram-8gb-monitor-22-_JM#position=22&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
"Computador Portátil Hp 15,6 -ci3 Ram 8gb Ssd 256gb Windows",2.380.900,2.380.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1284787065-computador-portatil-hp-156-ci3-ram-8gb-ssd-256gb-windows-_JM#position=23&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Pc Ryzen 7 5700g Ddr4 32gb 1tb Turbo Z8 Lite Kj,2.399.500,2.399.500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1202525324-pc-ryzen-7-5700g-ddr4-32gb-1tb-turbo-z8-lite-kj-_JM#position=24&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Todo En Uno Hp Amd Ryzen 5 5500u Ssd 512gb Ram 24gb Led 24,3.239.900,3.239.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1595727732-todo-en-uno-hp-amd-ryzen-5-5500u-ssd-512gb-ram-24gb-led-24-_JM#position=25&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Mouse Vertical Inalambrico Periférico Óptico Delux Negro,99.914,99.914,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=qyEQ23CkS0jMRZgwf7btQUYEIIuLvfDkrLUR9NDtUy9DxSz3aamq3i6fb7qtAlHMWOfgxy0N3WxJMAbOr%2BqdF8oniWD%2FOa8DYQk9rxhkhp%2BaasFvjKANonVdNEPBdM%2F5hj9BMuXfNBiIugNQYBoweWnMqdQOu5FZnxrsu6E1x9ZQROwVsQa4TEl1IjXTWGEItqiHZ6sHeo48eXbb47V%2FG5WB4bwMnQFfpO2I75Ume70B3xUFCQERo4coiW72iY8V%2BZGG31eUpA9uf7RvrHcL504rdiQc6Zu03b4lBtDRo%2F40JKD%2BMeMMa8C%2FcML%2FsCt%2BCuiBcF%2FRaGjFiAAXU3MGF9otXNb6ZVSJLqi1KCaFoYmgtUCpngHedHAlKY6SW26bvJvtp3BM%2BMe80Rn1XzQwULLH0AkS9lI2HoFXwuPXDvx5LecV3t%2FO3Yzb7aHaGTS5ttfErWehlr1BHFrtbaHdVQN21clmva%2BKmzvnYJobHMuq0MA%2FBFN9fgXPFE%2B7z20cXJ3JehRjABNzC8xoW3PERs%2FNQ%2FqH7kBY5tv7hXfdHycKW%2BcfgPON7qmxIiExruuiDGukKFZQIeBIAsN13hzV9uWMyO9bX5UKstp3o4hQl%2BQGNq8AfTUbric2o9g2AiQWVHaSuW3eb8b7bYegyUD0I2oESBWnmqOrCXabTC1OkbQ1Qu9IWIfwBcjfJtsF8Siw%2BgWz88tJQZvz7Tb%2FW1Z5GNN4ld65t9wtfe0B0489a0VDWp30HyO6o1jymNd8rCMiLoKreFohl1TqLLkV8keo9BoHUlueeUh9tjst0dfs9W9KZjmWz6CUNQZycQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Mini Pc Hp Gamers Ryzen 5 Pro 8 Gb 256gb Nuevo De Exhibición,1.450.000,1.450.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=oYQBh%2FdQK7w%2FrEgeadh1Ga8X0KgEvzs1e8ZP4fdmiYSkzaJH8k56WUWTvlC1zDZ0Uwr8olsiTJnbY4%2F40uhEm2vgg1WEBxumZKS4enxWjJIzybzv8knmyTXEPhpKpL6WVkXvVAq2pChyhMCuRdu3SmfY4hHZBLy9NwmIhMsXfpD%2F4VRvayBVgGlfpyollXcdYKfE3uxByCB4N75IAVRFGgCLQ8mgpkfCFEf7AxNY0phZTXdrQov5bXqVAc1%2BmRAsze2YhHiq0uZRpzOc4yAbUBFJcFscg788kz93ZhGqOARetk0Y%2B29P0uJTSHmu%2F9s3LAX1YIjK21yhYsnxJaFPZOEnft9bIRtiQKpYMUDAE6a9jnqyDD0clWMzPi9ye3jz4wd5T8s4pcHo01DRW%2FXk7FkHgJmwCXUhTvFJtFd8qJFoZaHP3aBRHXIYsuzsJ5vY81%2FQYfJ5zCOrS1udtUJFnX7WmpMp%2BjoGSAo1oWZNkSWiSeXonmx2RkSKVV6Opx3R2W88KGiZW%2FZn3ipPcDh%2BnLQG6SYFbYX9d0TWhtJUQaO02%2F2XfvoNEHWlSOdqbtYYCIzGPisOhMw0wh0qYCLYK7OQRxFmUTs1mFIZrraqMbEbMtli6VVX83AHuGHsFCRCXjGMiSKK2KVuUT2PnkFBgl%2BgzOifjunAtYZe31q6rgWDwop2ixfH9pP1rZzzWGvXkXFwzW8dmmjxZbSM9EjWQFcZ&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Computador Portatil Hp 15-ef2526la Ryzen 7 12gb 512gb 15p,2.349.900,2.349.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1311128793-computador-portatil-hp-15-ef2526la-ryzen-7-12gb-512gb-15p-_JM#position=26&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Sistema Pos Facturacion E Inventarios Registradora Completo,2.399.000,2.399.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-562907162-sistema-pos-facturacion-e-inventarios-registradora-completo-_JM#position=27&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Disco sólido SSD interno Crucial CT500BX500SSD1 500GB negro,133.390,133.390,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-solido-ssd-interno-crucial-ct500bx500ssd1-500gb-negro/p/MCO19614825?pdp_filters=category:MCO1648#searchVariation=MCO19614825&position=3&search_layout=stack&type=product&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Computador Gamer Asus Tuf Core I5 Ram 20gb Disco 1tera Ssd,3.899.900,3.899.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1298325079-computador-gamer-asus-tuf-core-i5-ram-20gb-disco-1tera-ssd-_JM#position=28&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Pc Torre Gamer Core I7 4770 16gb Ram T. Video R7 450 4gb,1.749.000,1.749.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-951046296-pc-torre-gamer-core-i7-4770-16gb-ram-t-video-r7-450-4gb-_JM#position=29&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Mouse vertical inalámbrico recargable Weibo WB-881 negro,32.673,32.673,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/mouse-vertical-inalambrico-recargable-weibo-wb-881-negro/p/MCO16051104?pdp_filters=category:MCO1648#searchVariation=MCO16051104&position=4&search_layout=stack&type=product&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Computador Portátil Acer Intel Core I3 Mem Ram 8gb Ssd 256gb,1.446.000,1.446.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1285677219-computador-portatil-acer-intel-core-i3-mem-ram-8gb-ssd-256gb-_JM#position=30&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Todo En Uno Lenovo Intel C I5 Disc Ssd 1tb Ram 12gb Led 24,3.199.900,3.199.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-939290038-todo-en-uno-lenovo-intel-c-i5-disc-ssd-1tb-ram-12gb-led-24-_JM#position=31&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
Torre Gamer Cpu Amd Ryzen 5 5600g 8gb Ram Graficos Vega 7,1.549.000,1.549.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-866158367-torre-gamer-cpu-amd-ryzen-5-5600g-8gb-ram-graficos-vega-7-_JM#position=32&search_layout=stack&type=item&tracking_id=767ee24a-7bec-4112-a95a-2a9427c83f1f
